Signature matrix with CIBERSORTx based on the scRNA-seq study (ALLEN BRAIN MAP)																			
The "1" values in the expression matrix txt files are genes with insufficient evidence of expression (these genes are either not expressed or have inadequate statistical power to be imputed).																			
NAME	LAMP5	VIP	PAX6	Oligodendrocyte	Astrocyte	L5/6_IT_Car3	L5/6_NP	IT	SST	L6_CT	OPC	L6b	PVALB	Microglia	L5_ET	Pericyte	Endothelial	L4_IT	VLMC
LOC105378798	1	1	1	1	1	11.70108618	143.7464726	81.37165122	14.27854127	118.4515655	1	39.15067825	13.34821083	1	131.6151107	1	1	82.45229483	1
LOC105378992	1	1	1	1	1	1	1	1	1	1	1	1	1	129.7425692	1	1	1	1	1
LOC105379011	1	1	1	1	1	46.35868886	62.9699067	132.8843387	47.53956012	152.69061	1	122.4422555	33.25972955	1	18.77316014	1	1	90.30995062	1
LOC105379054	1	1	1	1	1	1	1	1	1	1	310.8603887	1	1	1	1	1	1	1	461.7273308
LOC105379059	1	1	1	91.35874905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105379060	1	1	1	114.3534859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105379069	1	92.22869963	8.874102131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105379081	1	20.16761071	1	1	1	12.98662903	1	21.47435268	1	28.34435398	66.66358257	94.02791721	1	1	1	1	1	12.56724404	1
LOC105379082	1	12.35463409	8.350145015	1	1	13.6830012	1	18.76801045	1	18.39225292	196.8188359	67.54612806	1	1	1	197.2835825	1	12.67920612	1752.326144
LOC105379106	1	1	1	1	1	1	7.586360353	1	77.66440224	1	1	1	91.07891374	1	7.290106812	1	1	13.64082272	1
LOC105379168	22.81947797	1	14.10387097	1	1	1	1	1	31.63310411	1	1	1	1	1	1	1	1	1	1
LOC105379291	1	1	1	1	110.0919479	1	1	1	1	1	1	1	1	1	1	150.1341404	1	1	1
LOC105379299	1	1	1	1	1	1	1	1	1	1	1	1	1	129.8968866	1	1	1	1	1
LOC105379362	1	1	1	1	120.1473298	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105379364	1	1	12.96017299	1	279.9006779	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC255187	1	1	1	183.4231477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC284395	7.384986246	1	9.381783524	1	1	157.121835	1	18.07083696	61.55728257	72.56959295	159.5099208	21.27034914	1	1	7.633713562	1	1	34.85255869	1
LOC284930	1	1	1	1	1	138.7274077	1	424.771368	1	1	1	103.562255	1	1	33.45569058	1	1	595.0324785	1
LOC285500	1	1	1	144.5508255	44.24932702	1	1	1	1	1	1	1	1	1	1	1	1	1	35.4948893
LOC285626	1	1	1	1	1	1	1	1	1	1	1	1	1	121.1422296	1	1	1	1	1
LOC285627	1	1	1	1	1	1	1	1	1	1	1	1	1	142.2183106	1	1	1	1	1
LOC285696	1	26.25932353	39.87311263	1	1	154.8418844	210.9867609	161.2720049	9.847359517	235.5992065	89.54942416	215.2552052	1	1	160.3433199	1	1	171.2389123	1
LOC286437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.92917383
LOC339874	1	1	1	1	1	12.30517899	8.114470609	9.132162593	1	9.598335647	1	4.206402907	1	1	14.42452931	1	1	9.192299369	306.7380918
LOC400464	1	1	1	1	1	1	1	1	1	1	90.34896817	1	1	1	1	278.2951742	1	1	22.80878207
LOC401134	1	1	1	1	1	12.09891442	79.31724795	183.9579026	1	116.6552282	1	707.0734127	1	932.1172332	3.516164745	1	1	1	1
LOC401191	1	1	1	1	1	1	1	1	1	1	1	73.35886604	1	1	1	1	1	1	1
LOC401478	1	1	1	1	1	1	12.56978581	1	1	258.9845034	1	12.06594069	189.997235	487.5956969	178.1962664	1	1	1	270.6986205
LOC440040	321.1069632	17.72355389	12.24714411	1	1	135.6067425	255.2534673	340.9260499	329.1847115	214.8521834	1	478.9447813	304.581327	1	337.7760221	1	1	263.5731676	1
LOC440896	1	1	1	1	1	1	1	2.975896388	1	86.19655433	1	1	1	1	7.968714242	1	1	1	1
LOC440982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	306.0369433	1	1	182.7339523
LOC441204	11.67815095	21.77374317	64.74958323	1	1	12.84424275	1	13.05660925	1	12.73055217	74.63015842	9.383324634	1	1	1.551822214	1	1	9.388196398	1
LOC642361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.31783053
LOC642484	1	1	67.69123504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC643339	1	1	1	1	121.7560616	1	2.88122815	1	1	2.844281454	1	9.523142162	1	1	8.687905297	1	1	1	204.2931084
LOC643542	1	1	1	1	1	1	231.2852286	1	1	22.10127728	1	1	1	1	1	1	1	1	1
LOC643962	9.138159678	101.4911467	1	1	1	121.5699424	12.25234587	13.83209345	1	34.31555229	1	87.75725696	1	1	2.970318118	1	1	1	1
LOC644135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	169.9556361	1	1	1
LOC645544	7.915617845	9.870466382	7.417990617	1	13.32036133	69.93844412	145.958212	9.335659572	8.428666919	12.05857848	1	72.60891306	8.252558341	1	7.731305658	1	1	8.445062619	1
LOC646241	1	1	13.28484022	1	1	29.68545362	140.7107335	77.29928749	1	161.958973	1	227.8797678	1	1	94.62662925	1	1	136.5450593	1
LOC648987	1	1	1	1	1	1	1	1	1	1	1	1	1	105.0405421	1	1	28.23039759	1	162.0619379
LOC650226	1	1	1	1	1	1	1	1	1	1	56.7448918	1	1	1	1	1	1	1	1
LOC654342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.09137831
LOC729732	6.235922081	30.20719368	13.28484022	1	12.15697818	84.65913906	797.0377856	17.58034785	9.408242851	99.8659839	69.80974845	197.7331764	6.063753817	1	114.6481541	45.57018351	1	13.10048641	1
LOC729987	1	1	1	1	1	1	13.42724797	1	1	12.36141792	1	125.5105333	1	1	1	1	1	1	1
LOC730100	1	17.52145985	1	1	147.2577061	1	101.6146309	12.90938647	1	18.50429695	88.09048687	97.31668926	1	1	8.406396805	1	1	1	1
LOC730102	1	1	1	1	1	8.194360683	1	63.25262164	1	37.76600254	1	8.005390654	13.0951702	1	9.827606296	1	1	31.01925125	1
LPAR1	1	1	1	713.0423754	1	1	1	1	14.15740942	1	1	1	1	345.9925807	1	1	1	1	270.1433735
LPAR5	1	1	1	1	1	1	1	1	1	1	1	1	1	146.883102	1	1	1	1	1
LPAR6	1	1	1	1	1	1	1	1	1	1	1	1	1	3563.704806	1	1	226.5406527	1	1
LPCAT2	1	12.05572335	38.10252908	96.45127255	1	1	1	1	1	1	1	1	1	1267.357561	1	1	1	1	244.8322805
LPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	121.6219218	1	1	1
LPPR1	167.7369474	309.0334103	270.9886696	502.7200197	1	1	274.7508684	1	239.845594	13.09020908	1135.874886	12.09230566	144.9874	1	4.198974796	1	1	1	1
LRAT	1	1	1	1	1	1	1	1	1	1	1	14.09297299	1	1	1	1	1	1	1
LRFN2	12.35733564	198.9887922	165.3696228	1	30.11817959	354.3358951	12.76642891	185.3068305	78.04525452	178.7566886	120.9427414	131.7580036	13.14076938	1	34.38469811	1	1	194.0523435	1
LRFN5	492.2845388	690.4061847	611.0025283	1	1	584.5697063	584.5697063	1313.22726	889.6722593	751.9106456	587.944726	256.8951425	872.6706148	1	793.4379213	1	1	1446.779726	119.1523269
LRGUK	1	1	1	1	1	9.24193143	59.88732669	8.200660849	1	8.593793993	1	4.152279635	1	1	9.853256324	1	1	1	1
LRIG1	7.28322099	1	1	1	332.4494165	8.618646304	1	1	1	1	1	1	1	1	2.890851148	123.0603002	1	1	1
LRIG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	151.8251325
LRMP	1	1	1	1	1	21.85242681	268.8497637	59.74451025	1	105.3582961	1	1	1	545.3422978	2.061891003	1	1	1	1
LRP12	119.8239953	17.82545016	44.60972659	1	1	13.53712061	7.441666356	22.42208815	9.442210043	84.92385007	18.6295043	107.1006051	7.510895256	1	96.30372575	1	1	58.51458354	1
LRP2	1	1	1	307.1653407	1	1	1	1	1	1	1	1	1	1	117.3646237	1	1	1	1
LRP4	1	1	1	78.96893104	282.3826493	1	1	1	1	1	224.68295	1	1	1	1	1	1	1	226.3244089
LRP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.82278423	1	1	154.5254347
LRP8	65.1280128	36.23100178	44.08162242	1	13.73259593	9.167249859	38.92721575	9.348373309	326.965	179.5092702	1	162.5834267	223.8581951	1	102.9863037	1	277.373978	6.179430465	77.04383932
LRRC2	1	29.75408772	1	1	1	1	1	12.06594069	1	1	1	1	1	1	1	1	1	1	1
LRRC38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	153.8582598
LRRC39	122.944572	215.2552052	221.8895481	1	1	31.60596017	8.711560373	4.17995246	13.85327258	4.202434503	1	9.827606296	111.9112467	1	9.063682649	1	1	4.188402797	1
LRRC3B	104.4344548	181.9530665	177.9427972	1	494.5933489	2.928758067	161.855354	9.02501126	13.38749417	132.6554653	64.3108458	102.5703508	1	1	1	1	1	1	1
LRRC4C	720.7615555	1793.079383	1434.474461	291.4797286	1258.681835	513.189707	2904.66005	1201.605659	850.6561661	1621.800271	10839.3985	596.6139772	2599.657601	1	775.5897555	1	1	1643.423845	850.6561661
LRRC63	1	1	1	260.7161709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LRRC69	1	1	1	1	13.62801268	1	1	1	1	1	1	1	1	122.3793511	1	1	1	1	1
LRRC9	1	1	1	1	1	1	9.162204919	9.724052861	1	7.516044891	1	2.959119904	9.673699545	1	29.11498612	1	1	12.44278804	1
LRRIQ1	1	1	1	1	1	107.6884615	11.75562123	106.5100765	1	32.30808737	1	95.59016378	1	1	134.9000481	1	1	13.23692483	1
LRRK1	1	1	1	1	1	1	9.854763702	132.6554653	1	1	1	1	8.751374524	800.6819218	126.2409913	1	1	13.23692483	57.9829302
LRRN1	8.544997659	1	1	1	1	1	1	1	1	1	226.1377459	1	1	1	1.497487882	1	1	1	1
LRRN3	81.31370562	158.8363221	9.335659572	1	1	9.373681465	22.50722603	79.71122179	12.79672732	108.1806229	105.2572277	33.65105941	9.397731619	1	79.17447008	1	1	65.22800959	1
LRRTM2	18.20069151	95.89576164	26.32057795	1	1	85.88140763	1	13.98135614	9.559832864	85.33909119	1	122.31544	75.4667686	1	95.69686838	1	1	32.41287785	1
LRRTM4	833.6833687	1569.030128	2078.839101	185.5919731	595.0324785	1523.784673	1	5432.37129	2599.657601	4062.220952	4062.220952	3175.168432	5019.266909	1	4520.788907	1	1	5432.37129	1
LSR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	115.1112742	1	1
LST1	1	1	1	1	1	1	1	1	1	1	1	1	1	211.5282097	1	1	1	1	1
LTBP1	137.0045213	1	9.553903631	112.8363144	149.7302862	99.91386457	1	1	1	1	115.8378873	1	1	1	1	494.5933489	104.7669849	1	41.81308236
LURAP1L.AS1	1	1	1	344.5208124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LUZP2	698.0093086	340.9260499	136.1601955	1	1	31.41269223	1031.948352	67.69123504	13.15474036	618.5057188	2828.081959	477.9217298	667.8279764	1	446.230917	1	1	1	1
LY6H	83.97850768	68.49892772	75.96854187	1	1	2.10815491	8.607191206	5.186319172	34.05774762	12.29616336	1	75.4667686	8.351617706	1	5.152357666	1	1	2.9516716	1
LY86	1	1	1	1	1	1	1	1	1	1	1	1	1	357.0105765	1	1	1	1	1
LY86.AS1	1	1	1	1	1	1	312.9867045	401.1519706	1	163.1246085	1	56.7448918	1	1	1	1	1	207.1839533	1
LYN	1	1	1	1	89.77370385	1	1	1	1	1	1	1	1	558.5733184	1	1	105.8457614	1	61.72185939
LYPD6	99.91386457	98.70441327	1	1	70.31137657	1	1	1	1	1	1	1	133.9237075	1	1	1	1	1	1
LYPD6B	96.05471009	164.8169276	74.36981645	1	1	1	1	1	1	1	1	1	124.9015987	1	1	1	1	1	1
LYPD8	1	1	1	1	1	27.65066202	1	9.24193143	1	1	1	1	1	1	1	1	1	1	1
LYVE1	1	1	1	1	1	1	1	1	1	1	1	1	1	211.7246958	1	1	1	1	1
LZIC	8.279670498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105.4126714	1	1	1
LZTFL1	1	1	1	1	1	14.1281039	9.323745127	30.98419625	1	8.285419149	1	13.60910621	1	1	7.518784505	1	1	109.7032093	1
MAATS1	1	14.24548691	1	1	1	9.369269825	33.33270406	11.86914169	63.15308214	14.41017321	1	13.23965068	13.02240893	1	8.487649203	1	1	18.51967312	1
MAF	369.4257739	433.7063019	283.406159	1	33.25972955	1	1	1	486.3601048	1	141.6364349	1	530.3659277	876.6503703	1	272.3107583	1	1	1
MAFB	1	1	1	1	1	1	1	1	44.68781967	1	1	1	7.641256763	1	1	1	1	1	1
MAG	1	1	1	376.9487442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAL	1	1	1	448.3115066	12.69444194	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAL2	1	1	1	1	1	9.651420915	13.15210267	117.4799403	1	68.44063046	1	121.6944733	1	1	98.58220016	1	1	110.0389949	1
MALRD1	1	1	1	1	18.68572377	1	1	1	1	1	109.5399764	8.018901857	1	1	1	1	1	1	1
MAMDC2	30.57537787	13.23692483	18.35480198	1	76.23840527	191.0242042	37.21419646	31.07484861	13.04678417	61.61037661	1	21.62165496	22.7773475	94.17372607	9.692490552	1	1	8.409369077	1
MAML2	18.26014765	45.61540002	414.067099	470.034585	1248.592424	12.57276445	1	1	1	84.44283623	1569.030128	1	1	3175.168432	12.21833384	1248.592424	477.9217298	1	2707.85563
MAML3	237.3564604	118.2094197	473.3182193	133.8486636	1	108.4686615	1	31.63310411	1	1	1	14.29918722	1	1707.746153	1	117.5992177	675.291357	233.4325307	41.57114451
MAMLD1	9.28239923	1	1	1	27.88547469	13.17404793	21.83430766	13.69026979	1	1	164.619972	7.951371785	1	1	40.0016601	1	1	8.93079241	1
MAN1A1	1	17.23989896	397.3367762	1	1	9.15571469	143.1302166	199.3145279	199.6402223	112.6585213	1	144.2130103	1	138.322836	1	1	160.4457973	145.6230018	1
MAOA	9.592724034	1	1	1	55.20027734	1	1	1	1	1	1	1	1	1	1	379.8735217	201.741482	1	240.7516856
MAOB	1	12.9692379	1	1	127.868356	4.120603648	13.49070825	39.05418099	1	108.0188201	1	113.6066757	1	1	109.8676404	1	1	13.75876376	1
MAP1LC3B	228.0782582	193.5885945	250.4990777	1	1	41.32988551	64.26453102	90.5068139	152.2988305	17.67561548	1	78.08596243	179.22686	1	87.66614502	1	1	80.60440828	87.85542854
MAP3K1	11.97542311	1	11.83985494	1	1	1	1	1	1	1	244.143379	1	7.27472299	113.7888279	1	1	209.6203801	1	27.59507343
MAP6D1	1	1	1	141.4809837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAP7D3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71.72922682	1	1	1
MAPK4	21.12003346	219.4471558	94.17372607	1	459.670735	9.406796444	203.3321565	125.9119389	1	1	1	9.483777596	1	1	94.32397744	223.6416733	1	125.9119389	1
1-Mar	78.91321012	531.6726352	247.5896776	1979.552433	1	1059.859622	623.5410164	793.4379213	285.9454596	436.9879329	1290.883588	2227.002241	327.8438314	793.4379213	139.7209242	297.381411	1	475.5729678	1
11-Mar	20.72277068	85.64086965	199.463856	1	1	8.981633191	13.42213344	18.37279501	161.3959587	27.4971362	1	31.07484861	149.3540184	1	105.8457614	1	1	37.44551467	1
3-Mar	83.83066908	81.85761142	9.799778015	1	106.9417949	1	1	8.323445394	1	7.845719626	1	1	1	418.874036	1	1	36.95634807	1	59.52207491
4-Mar	137.7870062	14.37673436	101.1161827	1	1	18.11105679	29.59778279	56.06500522	165.3696228	9.667277203	1	9.653161515	86.29924879	1	8.527289792	1	1	14.16565322	1
MARCKS	1	1	6.097424069	1	1	7.182378741	9.671887919	7.907332486	13.44930702	5.121748708	121.5699424	12.082961	1	169.1465922	1	1	1	13.50996635	1
MARCKSL1	8.158036732	9.824577938	5.136263457	229.0867491	1	1	3.485738378	1	8.47469939	1	78.70628785	1	1	1	1	108.3055735	1	1	1
MAST3	1	1	1	106.5529471	1	139.6325795	9.187531198	103.4672898	1	132.4386341	1	98.53795169	1	120.1473298	69.20431314	1	1	74.90974268	1
MATN2	8.531808328	1	1	169.1465922	1	1	8.022277025	1	1	1	183.8308316	1	7.925140891	1	1	1	1	1	100.8440794
MB21D2	31.25948148	22.61140384	58.7523748	1	1	1	9.293731566	13.74624946	12.69444194	9.620005219	77.5370289	2.949694593	89.6352359	1	2.869336163	1	1	1	1
MBD6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	151.3528117
MBNL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	197.4165488	1	1	1
MBP	66.30904211	1	1	4062.220952	1	1	8.672934878	18.73175518	12.71671628	1	225.2972239	8.192909061	29.63277638	217.0456529	9.036742692	1	1	37.40137561	1
MCAM	1	1	1	137.075984	1	1	1	1	1	1	1	1	1	1	1	146.9743473	1	1	1
MCC	18.19714611	179.22686	167.0199546	1	406.6922023	1	8.739458893	1	1	212.6734623	1	74.28248466	161.855354	1	1	331.1307093	487.5956969	1	1
MCHR2	1	1	1	1	1	272.3107583	1	162.9089186	1	1	1	102.0907167	1	1	88.53143644	1	1	144.2130103	1
MCL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	161.7155937	202.5574884	1	1
MCM7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	185.8841935	1	1	239.9465481
MCTP1	772.0456831	205.9824416	145.3687384	1	1	607.4221508	14.4857978	419.6282177	306.3965782	990.2671177	431.7650192	941.8582196	361.9837632	1	386.2349647	1	138.7274077	332.8941828	1
MCTP2	1	9.654481548	1	1	1	355.9068276	1	1	1	1	1	166.3366815	1	291.8627945	1	1	1	1	34.36702499
MDFIC	1	1	1	1	1	1	12.84676816	1	1	1	1	286.339529	1	1	1	130.3942073	1	1	179.5092702
MECOM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4520.788907	1	1
MEG3	4780.743866	7354.803196	5947.195684	1	1	7354.803196	10839.3985	8266.277366	5019.266909	7354.803196	2497.137422	6350.472152	5947.195684	1	7354.803196	83.31667766	1	5947.195684	44.24932702
MEGF10	1	1	1	376.9487442	351.7330089	1	1	1	1	1	132.0763837	1	1	1	1	1	1	1	316.2742851
MEGF11	12.08677381	118.4515655	13.03316214	1	1	1	1	1	1	71.39298159	672.7037496	1	1	1	1	1	1	1	1
MEIKIN	1	9.52975624	9.646970412	1	829.4958206	89.82954685	98.11966824	30.12941172	18.05678632	75.14156522	65.17687919	12.74594592	108.8838044	1	124.4243	1	1	87.80935874	1
MEIS1	1	1	1	216.1478953	97.56317334	1	1	1	1	1	83.88098963	1	1	1	1	1	1	4.95703393	1
MEIS2	1	1	1	318.9195761	876.6503703	1	482.7178625	116.462107	1	567.2467537	450.2136582	338.2091022	1	1	470.034585	1	1	40.25779608	1
MEIS3	5.152357666	7.455141335	12.46109121	1	1	18.55327897	1	31.67146084	1	103.1919233	1	81.08262242	1	1	11.97818363	1	1	1	1
MEPE	1	1	1	1	1	1	1	1	1	1	1	1	119.4010572	1	1	1	1	1	1
MERTK	1	1	1	1	431.0381573	1	1	1	1	1	1	1	1	745.4628642	1	1	73.61817362	1	1
MET	1	1	1	1	1	1	1	14.30776468	1	1	1	1	1	1	1	1	1	1	1
METAP1D	253.5584782	323.3525128	87.3234962	1	1	8.59792133	8.527289792	5.052151286	176.030577	8.003990952	99.14857792	1	149.6293341	1	7.254956833	1	85.84039729	7.537825597	95.53621776
METTL23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.81139476
MFAP3L	1	1	1	201.0973773	188.6226392	1	1	9.226401533	1	1	44.6469746	1	1	1	9.895508422	1	1	1	1
MFGE8	1	1	1	1	71.94286717	1	1	1	1	1	1	1	1	1	1	118.0933064	1	4.141101874	1
MFSD2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	553.3979468	1	1
MFSD4	1	1	1	1	1	76.19002992	9.096825587	41.87154639	1	14.18638136	1	29.78904256	1	1	12.53214542	1	1	79.27520268	1
MGAT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	128.2138322	1	1
MGAT4C	3447.842551	1000.963515	1601.72822	1	1523.784673	386.8801655	2326.285665	843.0788132	2383.840401	370.5296687	1	1729.53351	633.5508578	1	775.5897555	1	1	1446.779726	1
MGAT5B	12.99375949	1	1	1	12.59614097	37.12406948	1	89.59900252	32.09275813	1	1	1	11.66228715	1	1	1	1	32.64219201	1
MGP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	117.6588558	1	1	1
MGST1	1	1	1	1	305.7145751	1	1	1	1	1	1	79.17447008	1	1	1	1	1	1	1
MGST2	7.705196752	1	22.1899768	1	1	5.098511941	1	1	1	1	1	1	9.28239923	162.6853476	1	1	247.5896776	7.779478839	1
MICAL2	87.04913896	30.96965642	63.62478678	1	1	337.2899375	223.2329334	308.6841928	246.488463	322.9184541	1	180.7288299	269.156481	1	265.6436428	1	1	399.482039	1
MICALL2	1	1	1	1	146.5938886	1	1	1	1	1	17.64188428	1	1	1	1	1	1	1	39.729944
MID1	32.15822187	13.07968925	14.29149117	95.95531711	276.0880362	1	8.680619355	1	128.7814154	7.921026879	121.9036917	11.80218409	8.348811883	1	1	1	98.95734267	1	273.8607436
MILR1	1	1	1	1	1	1	1	1	1	1	1	1	1	526.1063995	1	1	1	1	1
MIR124.2HG	156.842092	323.3525128	262.1703322	1	1	280.2421358	273.2100967	445.3679447	267.9144972	359.2006781	1	398.7341426	436.9879329	1	363.6928017	1	1	535.9095313	1
MIR137HG	99.46788232	107.3189936	115.9002232	1	1	546.8651124	319.3429854	515.8060242	176.2638697	690.4061847	1	889.6722593	1	1	408.7414529	1	1	359.8173736	1
MIR143HG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	637.8547862	1	1	1
MIR31HG	1	1	1	1	1	12.56724404	287.0144956	22.71145179	1	80.42478015	1	1	1	294.3459569	1	1	1	115.7110115	1
MIR325HG	215.973167	633.5508578	440.7322118	324.2488035	1	9.366202226	8.75911488	17.95731885	186.3217669	30.51258946	321.5403411	37.01660578	313.8453766	1	30.70888671	1	124.7680425	1	41.96935886
MIR4435.1HG	1	1	1	1	1	1	1	1	1	1	1	1	3.483284409	1	1	65.92337243	1	1	184.360264
MIR4500HG	94.62662925	1	1	1	1	17.34053325	125.4437415	152.4810236	1	170.0722261	1	293.6065807	1	1	104.2627448	1	1	73.85886453	1
MIR4697HG	1	1	1	1	1	2.427410584	7.753058018	9.561712368	9.074808462	9.563337422	80.42478015	4.861162204	1	1	7.44834314	1	1	18.40306094	1
MIR646HG	1	1	1	1	1	1	1	1	1	9.532578712	1	1	1	214.3260379	1	1	1	1	1
MIR7.3HG	1	1	12.70650111	1	1	8.010294738	3.475955989	7.453055423	1	7.417990617	1	12.36378762	1	1	79.74619894	1	1	6.177860635	1
MIS18BP1	1	1	1	1	1	13.98809694	1	38.14978006	1	32.21981991	1	89.1336795	1	837.6673423	13.46500069	147.4548829	86.77705463	94.62662925	71.36808474
MITF	1	72.82752469	75.37907429	243.7185753	13.65127913	1	1	1	135.0483261	1	129.8968866	9.748880524	120.3282423	85.69399647	5.064915696	1	1	1	1
MKS1	1	1	1	1	1	2.892435421	1	1	1	1	1	1	1	1	2.76296893	1	1	1	71.77592782
MKX	1	1	1	1	1	13.05396489	1	9.861771025	1	1	1	1	1	1	9.383324634	1	1	34.12042081	1
MLIP	1	1	14.04534915	1	1	136.5450593	217.8336937	535.9095313	1	475.5729678	1	545.3422978	1	1	246.0073393	1	1	447.2418622	131.6151107
MMD	1	1	1	1	1	65.87482146	13.69278999	13.90985921	1	117.6588558	1	12.75392119	1	83.88098963	8.027416083	1	1	12.5401605	1
MMD2	12.57798955	1	1	1	603.7139636	1	41.57114451	1	1	1	272.5680923	1	1	1	4.034260096	1	1	1	1
MMP16	62.78563911	195.2216816	252.5509029	1	1	1510.295155	535.9095313	688.3338351	347.5099783	953.9410233	2654.26988	1080.290589	804.0096722	1	203.7860349	1	1	651.9751966	1
MMRN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	144.5508255	1	1
MN1	7.485435201	1	18.04458246	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MNDA	1	1	1	1	1	1	1	1	1	1	1	1	1	255.561484	1	165.0419842	1	1	1
MNS1	11.80713733	65.35578983	7.542205567	1	1	9.57264492	7.992822353	8.836050064	1	33.67217886	1	13.24558898	1	1	8.117557971	1	1	1	196.8188359
MOBP	1	1	1	1621.800271	1	1	12.39524644	1	1	8.305058667	1	1	1	1	1	1	1	1	1
MOG	1	1	1	1038.646991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MORC1	1	1	1	1	1	1	1	1	1	1	1	1	1	121.4374304	1	1	1	1	1
MOV10	1	1	1	1	43.20981111	1	1	1	1	1	1	1	1	1	1	1	145.460834	1	1
MOXD1	1	1	1	1	77.21739887	174.3406918	9.783626923	13.07968925	79.83652042	1	1	1	1	1	1	1	1	242.5639172	1
MPP7	1	1	1	1	1	162.0619379	209.6203801	76.89638839	1	2.967407032	1	1	18.49827585	1	8.684732453	1	1	183.8308316	1
MPPED1	259.5577911	8.847567533	5.157703139	1	1	1	136.2338643	44.52309575	220.0423156	122.7456228	1	115.0464917	123.7412086	1	158.7369952	1	1	40.21619004	1
MRAP2	1	66.43969005	8.746675848	1	1	8.518285483	12.70929438	13.81562878	20.7952476	8.658371906	1	201.0973773	1	1	2.467375176	228.241784	1	1	1
MRC1	1	1	1	1	1	1	1	1	1	1	1	1	1	364.4280671	1	1	1	1	1
MRC2	1	1	1	1	1	1	1	1	1	1	1	1	1	94.42378544	1	88.04244924	1	1	191.3167641
MREG	1	1	1	1	1	78.35923059	1	1	1	3.505543556	1	1	7.754391057	1	1	1	1	8.14381638	1
MRFAP1	74.9566646	14.48021595	69.24713532	1	1	13.95915046	13.44224084	13.57032073	76.19002992	8.77605608	1	20.88989924	17.89616459	1	18.34515268	1	1	45.8299135	1
MROH7.TTC4	1	1	1	1	140.3014137	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MROH9	1	1	1	1	1	1	1	1	1	1	351.7330089	1	1	1	1	73.0259892	1	1	1
MRPL43	7.318601102	1	8.114470609	1	1	1	1	1	1	1	1	1	1	1	1	142.6889588	1	1	1
MRPS16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	161.4946312	1	1	107.5035884
MRPS22	98.1649075	22.7773475	40.47260133	1	1	14.1149357	14.19458958	18.07083696	83.88098963	17.30283827	1	14.03193679	111.67388	1	13.44711986	1	1	33.92931495	1
MRVI1	1	1	1	1	563.5000036	1	1	1	1	1	1	1	1	1	1	392.5037579	1	1	149.8427396
MRVI1.AS1	1	1	1	1	79.45955189	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MS4A6A	1	1	1	1	1	1	1	1	1	1	1	1	1	187.3552572	1	1	1	1	1
MS4A7	1	1	1	1	1	1	1	1	1	1	1	1	1	577.7493172	1	1	1	1	1
MSL2	1	1	1	1	1	1.55435197	3.490615419	2.864016029	7.722737518	2.950249346	1	2.085271207	6.063753817	1	1	270.4244535	100.6969845	1	116.39821
MSN	1	1	1	1	1	1	1	1	1	1	1	1	1	90.60277479	1	191.7317984	121.6944733	1	35.6317063
