Signature matrix with CIBERSORTx based on the scRNA-seq study (ALLEN BRAIN MAP)																			
The "1" values in the expression matrix txt files are genes with insufficient evidence of expression (these genes are either not expressed or have inadequate statistical power to be imputed).																			
NAME	LAMP5	VIP	PAX6	Oligodendrocyte	Astrocyte	L5/6_IT_Car3	L5/6_NP	IT	SST	L6_CT	OPC	L6b	PVALB	Microglia	L5_ET	Pericyte	Endothelial	L4_IT	VLMC
LOC101929468	9.358394769	8.710088196	1	1	1	12.49812268	73.52109146	103.514205	98.27688968	164.7263177	1	90.69519449	105.5740089	1	133.7810046	1	1	76.10345502	1
LOC101929497	1	1	1	1	1	1	1	1	1	1	1	1	1	1211.192393	1	1	1	1	1
LOC101929544	1	1	1	1	1	7.299768067	113.7888279	108.4686615	1	233.4325307	1	273.8607436	1	1	8.818697805	1	1	93.32679839	1
LOC101929563	32.82908111	102.3623582	183.1495357	1	1	22.81947797	1	44.56408104	302.4121957	12.9411844	1	67.12448995	321.5403411	160.2334366	14.14442572	1	1	76.5694364	1
LOC101929608	1	1	1	1	455.2035846	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC101929617	1	1	1	1	1	8.342615964	1	13.57574273	1	1	1	8.250772552	1	1	1	1	1	79.66017741	1
LOC101929680	1	1	1	1	1	1	1	1	1	1	1	1	130.3942073	1	8.082411898	1	1	1	1
LOC101929709	1	1	1	1	19.25380197	1	1	1	1	1	1	1	1	1	1	243.7185753	33.39687249	1	1
LOC101929974	1	1	1	1	1	1	1	13.67209459	1	1	1	1	1	1	1	1	1	1	1
LOC101930023	1	1	1	1	1	1	1	1	1	1	1	1	1	300.4910536	1	238.1869364	1	1	1
LOC101930053	155.7317849	9.861771025	41.01496245	87.37557956	1	92.9458733	55.20027734	60.19987316	1	9.827606296	115.5113788	71.72922682	1	1	8.87537859	1	1	57.51058395	1
LOC101930275	1	1	1	1	265.0187997	1	1	1	1	1	1	1	1	1	1	115.7110115	1	1	70.92917383
LOC101930370	1	1	1	1	17.25210514	1	1	1	1	1	1	1	1	1	1	1	1	1	428.2719842
LOC102467224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	758.4143863	153.5957455	1	4062.220952
LOC102546299	1	1	1	1	1	1	30.10447594	78.61694622	1	1	1	1	1	1	1	1	1	1	1
LOC102723440	1	1	1	1	110.5530143	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723503	1	1	1	320.6999708	1	1	1	9.653161515	1	1	444.4896944	1	1	1	1	1	1	1	1
LOC102723560	1	1	1	1	1	21.17146923	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC102723564	1	1	1	1	1	1	1	1	1	1	1	1	5.032781234	1	1	1	1	1	276.7281418
LOC102723654	37.95732186	22.86539032	1	1	1	98.85558619	93.78635206	18.40306094	18.15307388	87.19963697	1	9.598335647	1	1	89.87677339	1	1	6.163170091	1
LOC102723658	1	7.777652616	1	1	1	8.358015426	9.226401533	1	18.70954024	1	1	13.4137652	28.53742429	1	82.10386873	1	1	1	1
LOC102723794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.4972517
LOC102724046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	184.6251528	1	1
LOC102724068	1	1	1	1	1	40.86556772	6.118928719	1	1	71.59334663	1	1	1	1	1	1	1	1	1
LOC102724109	1	1	40.6025932	96.00610254	1	188.0843777	70.07923582	160.7450834	1	148.1139513	84.78681217	60.97069948	1	1	81.31370562	1	1	138.0837679	1
LOC102724124	21.56336049	1	92.27629165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724210	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	174.3406918
LOC102724289	1	1	1	226.7197243	273.5245022	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724392	1	1	1	1	1	112.305624	1	1	1	1	1	1	1	1	1	1	1	4.900363597	1
LOC102724527	1	1	1	1	81.37165122	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724530	1	1	1	1	1	6.230868931	1	1	1	1	1	1	1	1	27.99947282	1	1	7.811243631	1
LOC102724623	1	76.52575244	136.759769	1	64.79557727	55.65149079	163.6339916	162.5834267	79.79304273	91.88215318	1	113.7888279	93.28024371	1	258.7383179	1	1	206.4578226	1
LOC102724676	1	34.02977772	13.21917677	175.2802265	1	382.5169104	47.50755159	94.62662925	13.01522807	96.71851969	34.62294433	138.0188923	14.40266374	1	195.2216816	1	1	32.6579952	1
LOC102724687	1	1	1	1	305.7145751	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC102724923	1	7.379873922	5.083227833	1	1	3.500014966	8.46662988	8.833042787	7.865701781	81.89673563	17.77887429	33.73224753	8.749639686	1	21.74862022	1	1	8.943972817	1
LOC102724934	1	1	1	1	1	1	9.450087206	7.922383082	1	1	1	7.53364421	1	1	114.3534859	1	1	1	1
LOC102724945	1	1	1	1	99.61234426	1	1	1	1	1	129.3875934	1	1	1	1	1	1	1	1
LOC102725045	1	1	1	1	1	1	1	1	1	1	408.0245129	1	1	1	1	1	1	1	1
LOC102725227	1	1	1	1	1	30.17339941	1	12.78967725	1	76.42079089	1	14.31746002	1	1	8.501148256	1	1	14.45575255	1
LOC102725258	1	1	1	1	22.81947797	1	1	1	1	1	1	1	1	184.5028514	1	1	1	1	359.8173736
LOC105369146	1	1	1	1	1	1	30.78462137	1	1	1	1	1	1	1	1	1	1	1	1
LOC105369159	7.902454484	109.6601723	20.61440574	1	166.3366815	1	7.91706346	12.8569774	1	13.07294482	86.54314217	9.135157051	1	1	35.20902786	1	1	18.63331136	246.7114718
LOC105369168	1	1	1	1	157.5106739	22.00752829	1	14.463113	1	17.73197295	1	80.74734367	18.81390717	1	12.31472187	1	1	1	1
LOC105369188	1	1	1	98.95734267	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105369201	1	1	1	86.59111627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105369212	1	36.17496096	113.0758977	1	1	1	1	1	1	1	1	1	1	1	1	284.6443528	1	1	101.1780223
LOC105369213	1	1	1	1	1	1	1	1	1	1	1	1	1	118.8531011	1	1	1	1	1
LOC105369302	1	1	1	1	1	1	1	7.867749181	1	1	1	1	1	1	44.37581315	1	1	9.375413981	1
LOC105369345	1	122.0898795	98.62787895	616.4157369	1201.605659	7.819372937	1	1	1	1	1	1	383.7815456	1045.640107	1	2383.840401	3897.361042	13.47852963	593.5457138
LOC105369407	1	1	1	1	1	19.24155086	1	1	1	1	1	1	1	1	1	1	1	9.722422734	1
LOC105369436	1	1	1	1	1	1	1	1	1	5.073854941	1	28.83240409	1	1	9.091937971	1	1	1	1
LOC105369537	1	1	1	1	1	3.449503562	1	1	1	1	1	1	1	1	2.894699255	1	1	18.90700335	1
LOC105369588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.17496096	1	1	1	1
LOC105369812	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	120.7558272	1	1	1
LOC105369818	1	1	1	1	1	1	135.2906916	1	1	1	1	1	1	1	1	1	1	1	1
LOC105369826	1	8.372173165	1	175.7624675	1	1	1	1	1	7.629882884	1	8.22756709	1	1	1	1	1	1	1
LOC105369827	1	1	1	1	1	1	1	1	1	1	1	1	1	203.0159186	1	1	1	1	1
LOC105369838	1	1	1	1	1	1	1	1	1	1	1	1	1	198.9887922	1	1	1	1	1
LOC105369857	1	1	1	1	1	86.19655433	17.88991662	18.39700883	1	84.15787781	1	79.3619889	9.50338491	1	21.21906783	1	1	65.87482146	1
LOC105369860	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12.83718323	1	1	1	1
LOC105369873	9.400999341	1	1	107.8136042	1	13.71219543	9.794889438	19.09591409	1	18.90336209	1	13.69588033	1	1	9.340241658	1	1	69.50364986	1
LOC105369894	1	1	1	1	1	136.1601955	132.3787835	1	1	1	1	1	1	1	12.60079873	1	1	1	1
LOC105370032	1	1	1	191.9012183	1	13.27350341	1	9.755458728	1	1	108.0739405	5.010477649	1	131.6810237	1	1	1	12.06594069	1
LOC105370286	1	1	1	1	1	32.00011221	1	5.095861029	1	9.885905323	1	18.21137089	1	1	1	1	1	9.20329683	1
LOC105370302	1	1	1	1	1	1	1	8.187534317	1	12.83258685	1	20.44226291	1	1	1	1	1	1	1
LOC105370359	1	1	1	1	1	1	1	1	1	12.35463409	1	8.680619355	1	1510.295155	3.495211144	1	1	1	1
LOC105370427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.1332359	1	1	1	1
LOC105370456	1	1	1	96.92313945	1	1	1	12.29288791	1	1	186.0211835	1	1	1	1	1	1	1	1
LOC105370526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.31370562	1	1
LOC105370610	1	1	1	1	1	9.095076451	1	181.2888081	1	1	1	1	1	1	1	1	1	200.252696	1
LOC105370731	67.54612806	88.53143644	109.7583204	1	1	1	150.6044213	1	67.95657504	8.329560232	1	95.48467757	13.63556201	1	1	1	1	1	1
LOC105370733	8.054517355	9.621324084	9.873333925	1	1	1	56.31742481	1	8.760816107	8.21876179	1	14.06486	1	1	1	1	1	1	1
LOC105370983	1	1	1	1	262.1703322	405.6652741	1	17.53993638	1	12.20024404	1	78.52711876	1	1	32.88762129	1	1	44.13146228	1
LOC105371031	1	1	1	1	1	1	1	1	1	1	34.28177721	1	1	1	1	1	1	1	1
LOC105371255	1	8.134464232	8.262248878	45.3465509	104.6449028	1	1	1	1	1	1	1	1	166.6786989	1	1	1	1	451.1985585
LOC105371308	1	1	1	1	1	285.2942299	1	59.00755728	1	71.29690819	1	158.208503	1	1	14.38177573	1	1	1	1
LOC105371310	1	1	1	1	1	1	1	1	1	1	1	87.85542854	1	1	1	1	1	1	1
LOC105371352	1	17.95731885	1	1	1	1	1	1	1	1	1	1	12.27573221	1	1	1	1	1	1
LOC105371497	1	1	1	1	1	1	1	1	1	35.54762603	1	1	1	1	1	1	1	1	1
LOC105371593	1	1	1	1	1	1	7.332337013	1	1	46.53269579	1	47.68943868	1	1	4.052372483	1	1	1	1
LOC105371624	90.22693487	18.17380129	13.04897413	1	1	8.528720621	1	17.78565686	1	29.35278727	833.6833687	9.10459228	1	1	18.0857347	1	1	29.89375275	1
LOC105371639	1	1	1	1	1	30.51258946	1	8.940712153	1	18.55327897	1	13.26808184	1	1	1	1	1	8.372173165	1
LOC105371641	60.43805133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105371671	1	1	1	1	1	9.069032368	1	18.00346844	1	1	1	173.6099457	1	1	1	1	1	1	1
LOC105371672	1	1	1	1	1	1	1	8.531808328	1	1	1	101.7793984	1	1	1	1	1	1	1
LOC105371677	1	1	1	1	1	1	1	79.3619889	1	1	1	1	1	1	1	1	1	1	1
LOC105371765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.9606509
LOC105371832	1	1	1	1	1	178.486394	12.55698682	448.3115066	1	352.7182958	1	145.0567355	1	1	80.42478015	1	1	134.8273135	1
LOC105371833	1	1	1	1	1	1	1	1	1	134.688979	1	1	1	1	1	1	1	1	1
LOC105371953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13.59371167	1
LOC105372270	1	1	1	1	1	1	1	1	1	1	1	1	1	262.4303421	1	1	1	1	1
LOC105372472	1	1	1	1	1	7.372568597	7.803297001	2.977781737	113.1360803	8.114470609	1	7.269227491	9.250557638	1	4.966694585	1	1	1	1
LOC105372633	1	1	1	1	105.2572277	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105372768	8.668916476	1	1	1	1	1	1	1	87.47405628	1	1	1	1	1	1	1	1	1	1
LOC105372776	1	1	1	1	1	1	1	1	1	1	1	1	1	223.6416733	1	1	1	1	1
LOC105372892	1	1	1	1	1	1	1	1	1	1	1	13.66974407	1	1	1	1	1	1	1
LOC105372984	1	1	1	1	1	1	1	1	1	1	1	1	1	262.6671164	1	1	1	1	1
LOC105373005	1	1	1	1	1	1	1	17.76437907	1	1	1	1	1	1	1	1	1	1	1
LOC105373153	1	28.87257891	13.1691494	1	1	163.7238896	12.11253126	148.2893201	32.24698143	142.3808134	1	79.56767508	11.78589563	1	99.81233048	1	1	196.6441355	1
LOC105373154	1	1	1	1	1	11.92682332	1	1	131.4831424	1	1	1	1	1	1	1	1	1	1
LOC105373204	1	1	8.679297287	1	1	9.277794343	104.150089	14.04255738	8.988947231	75.37907429	1	36.23100178	1	1	80.19855808	1	1	18.35905288	1
LOC105373224	12.69444194	18.15307388	65.17687919	1	1	8.49653158	1	8.21563288	13.24274924	12.51692873	1	21.97685904	1	1	1	1	1	13.04416985	1
LOC105373329	9.167249859	1	8.85794512	1	1	1	1	39.19113019	100.9046131	110.3863557	1	121.9592396	13.20199756	1	132.9631327	1	1	94.17372607	1
LOC105373335	1	1	1	88.13575045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105373484	1	1	1	1	1	1	13.37157326	1	1	1	1	1	1	1	1	155.037233	1	1	1
LOC105373513	9.504737322	60.83429921	7.968714242	1	1	117.3004899	1	110.3863557	70.77947805	82.45229483	1	9.077565574	8.146929966	1	87.239046	1	1	142.1230452	1
LOC105373538	1	1	1	1	1	1	130.2449013	1	1	1	1	1	1	1	1	1	1	1	1
LOC105373592	1	1	1	1	1	1	1	79.31724795	1	349.0988773	116.6552282	81.41721121	1	1	137.5362587	1	1	31.57052016	186.1471516
LOC105373642	1	449.298679	165.9772317	1	1	1	1	1	1	1	385.5582899	1	1	100.5932014	1	1	1	1	1
LOC105373643	1	125.034441	9.728389114	1	1	1	1	1	1	1	74.86628739	1	1	1	1	1	1	1	1
LOC105373710	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103.3045915
LOC105373801	1	1	1	65.07297293	1	1	8.24946209	2.930850681	1	18.04458246	18.54024541	7.44834314	1	1	13.01522807	328.3159955	1	8.018901857	1
LOC105373831	1	1	1	1	1	34.24719982	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105373893	1	1	1	1	1	129.2255335	1	517.0578216	1	695.6478745	1	1	1	1	257.4103757	1	1	797.0377856	1
LOC105373895	1	1	1	1	1	1	1	63.20337028	1	122.0230409	1	1	1	1	9.476141312	1	1	103.0939634	1
LOC105373896	1	1	1	1	1	7.657124653	1	138.4099653	1	199.9551403	1	1	1	1	60.06199582	1	1	184.0724707	1
LOC105373899	1	1	1	1	1	1	1	8.397265006	1	1	1	1	1	1	1	1	1	46.66100062	1
LOC105373943	1	1	1	1	1	1	1	1	1	1	70.87278046	4.189464314	1	1	1	1	1	1	1
LOC105374054	130.8227489	161.2720049	8.725614154	1	304.9914704	383.1508598	1	107.3685456	45.18688951	133.1045086	176.3823132	4.002012464	70.45047376	1	197.7331764	1	1	31.60596017	1
LOC105374056	225.7193136	234.4517802	18.33599512	1	501.3311398	677.3856726	13.41098488	175.644401	98.76008082	219.29436	271.9406951	12.69704149	116.0236912	1	375.0217118	1	1	139.5495544	1
LOC105374057	29.89375275	14.48021595	1	1	146.0336449	204.1138961	1	13.92167927	1	45.18688951	114.8695159	1	9.077565574	1	114.0488392	1	1	7.241259938	1
LOC105374122	1	1	1	1	1	1	8.325009412	1	147.5421521	41.01496245	1	9.276447615	115.6553045	1	6.128390574	1	1	1	1
LOC105374165	1	1	1	1	102.0907167	111.9112467	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105374199	1	1	1	1	1	1	1	1	1	29.68545362	1	8.729692442	1	1	1	1	1	1	1
LOC105374211	1	1	1	170.888377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105374213	1	1	1	111.9764262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	107.922186
LOC105374214	1	1	1	65.26644596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	227.1282517
LOC105374235	1	1	1	1	1	1	1	33.52856952	1	1	1	1	1	1	1	1	1	1	1
LOC105374278	1	1	1	1	1	1	1	7.602495529	1	7.306163215	1	8.379282485	22.79004222	1	9.187531198	1	1	9.717966093	1
LOC105374438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	215.4246368	1	1
LOC105374446	1	1	1	1	1	31.55468164	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105374455	17.31746358	1	1	1	1	1	8.431578071	1	1	1	1	1	1	1	1	1	1	1	1
LOC105374460	1	1	1	180.7288299	35.4948893	1	1	1	1	1	104.9868549	1	1	1	1	1	1	1	1
LOC105374461	1	1	1	198.8616315	18.54434329	1	1	1	1	1	90.45759834	1	1	1	1	1	1	1	1
LOC105374466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.83066908
LOC105374486	1	1	1	1	1	1	1	1	1	1	1	1	1	138.7274077	1	1	1	1	1
LOC105374497	1	1	1	1	1	1	1	8.498070359	1	43.96755199	1	14.25869878	1	1	8.676561352	1	1	1	1
LOC105374503	1	1	1	1	58.64966163	8.195960034	4.926688636	13.83538785	1	12.07678816	1	12.81296114	13.91849697	1	66.0116816	1	1	9.13998109	1
LOC105374506	1	1	1	1	1	1	1	8.906143729	1	99.36496611	1	90.06418047	1	1	18.42154494	1	1	1	1
LOC105374524	1	1	1	1	1	1	1	120.0860731	1	1	1	1	1	1	1	1	1	30.60035184	1
LOC105374552	1	1	1	1	1	1	1	1	1	1	129.2255335	1	1	1	1	1	1	1	1
LOC105374838	1	1	1	1	1	1	1	1	1	1	1	1.776341211	1	1	1	1	29.59778279	1	119.7666428
LOC105374875	1	1	1	1	1	1	1	1	1	1	92.81982341	1	1	1	1	1	1	1	1
LOC105374950	1	1	1	1	1	1	71.34319658	1	1	1	1	35.08727363	1	1	1	1	1	1	1
LOC105374971	1	1	1	1	1	1	1	273.2100967	1	1	1	1	1	1	1	1	1	1	1
LOC105374972	1	1	1	1	1	1	1	97.2574989	1	1	1	1	1	1	1	1	1	1	1
LOC105374973	1	1	1	1	1	1	1	13.10772337	1	1	1	1	1	1	1	1	1	1	1
LOC105375056	1	1	1	1	1	1	1	1	1	1	1	1	1	160.3433199	1	1	1	1	1
LOC105375147	1	1	1	1	1	1	1	1	1	1	1	1	13.59371167	1	1	1	1	1	1
LOC105375159	1	1	1	1	1	1	1	35.20902786	1	30.44881384	1	11.98185048	1	1	1	1	1	39.15067825	1
LOC105375218	1	1	1	1	1	1	1	1	1	1	1	1	1	163.8392929	1	1	1	1	1
LOC105375356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103.0364592	1	1	1
LOC105375387	1	1	1	1	1	99.09961045	1	1	1	1	1	1	1	1	14.00581455	1	1	1	1
LOC105375415	372.3991299	383.1508598	235.9826849	1	1	1	1	1	97.11277837	1	1	1	118.0285321	1	1	1	1	1	1
LOC105375483	1	1	1	174.8949215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105375485	8.617370466	12.72508058	7.923816308	1	1	1	18.65929003	8.748249524	18.37753173	12.25234587	1	3.466802879	72.08774836	1	8.409369077	1	1	9.821616524	1
LOC105375629	1	1	1	1	1	420.5140907	221.8895481	139.8697931	1	481.5481216	1	12.29616336	12.57798955	1	1	1	1	14.2292015	1
LOC105375631	1	1	1	1	1	14.41322931	8.008946321	8.28958757	1	81.54076831	1	1	1	1	1	1	1	1	1
LOC105375632	1	1	1	1	1	8.067720303	1	5.011978034	1	17.87633015	1	1	1	1	1	1	1	28.23039759	1
LOC105375633	1	1	1	1	1	75.14156522	1	12.46322388	1	11.83985494	1	1	1	1	9.058115106	1	1	59.00755728	1
LOC105375704	1	1	1	1	157.605654	1	1	1	1	1	1	1	1	1	1.149369495	1	1	1	1
LOC105375706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.80807958	1	1	1
LOC105375920	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	80.79785817
LOC105375931	1	1	1	1	1	1	1	108.9355056	1	1	1	1	1	1	1	1	1	118.9128798	1
LOC105375945	1	1	1	1	1	1	1	1	1	1	1	1	1	125.5105333	1	1	1	1	1
LOC105375981	9.458963751	1	8.910514862	1	1	1	8.884688173	1	1	1	1	9.22173678	32.30808737	1	6.087087459	1	1	8.130586906	1
LOC105376093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.7429813	1	1
LOC105376102	1	1	1	1	1	1	64.92512829	1	1	1	1	1	1	1	1	1	1	1	1
LOC105376103	1	1	1	1	1	1	58.7523748	1	1	1	1	1	1	1	1	1	1	1	1
LOC105376214	1	1	1	1	1	12.48281169	1	1	1	1	1	27.65066202	1	1	1	1	1	9.690742642	1
LOC105376219	1	1	1	1	1	1	1	1	1	1	1	1	1	171.3632868	1	1	1	1	1
LOC105376244	1	1	1	1	281.6715121	1	1	1	1	1	1	1	1	1	1	1	1	1	208.7914189
LOC105376387	1	1	1	69.13917411	307.9376426	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105376388	1	1	1	1	1	1	1	1	1	1	1	1	1	723.9277596	1	1	1	1	1
LOC105376405	1	1	1	1	1	71.02284243	13.01522807	79.3619889	1	43.23725443	1	88.79704085	1	1	75.70613257	1	1	18.7441776	1
LOC105376407	1	1	1	1	1	201.9296684	118.5044079	226.935938	1	196.8188359	1	258.7383179	1	1	220.7810814	1	1	197.5882506	295.0657843
LOC105376447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103.3045915	1	1	1
LOC105376457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.77947805	1	1	1	1
LOC105376481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	436.9879329
LOC105376591	1	1	1	1	1	1	1	1	1	146.5938886	1	122.5045346	1	1	1	1	1	1	1
LOC105376603	1	1	1	1	1	1	1	1	1	1	1	1	1	829.4958206	1	1	1	1	1
LOC105376917	1	1	1	1	984.7167089	1	1	1	1	1	1	7.971712135	1	1	1	1	1	1	1
LOC105376931	1	1	1	1	1	8.642098159	1	9.702212461	1	1	102.2468718	1	1	1	9.556510543	1	1	8.525992763	1
LOC105376973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.15955752	1	1
LOC105377087	1	1	1	1	1	2.10815491	1	1	1	9.194776361	1	71.59334663	1	1	1	1	1	1	1
LOC105377134	104.5408818	13.01751691	13.43912665	1	1	4.111582191	5.108781771	12.13764849	14.10387097	13.76811509	1	27.59507343	8.868306176	1	1.538543694	1	1	1	1
LOC105377183	1	1	1	1	1	1	1	1	1	1	1	43.15785742	1	1	1	1	1	1	1
LOC105377188	1	1	1	1	1	1	1	1	1	1	108.4129798	1	1	1	1	1	1	1	1
LOC105377329	1	1	1	1	1	8.677762476	87.99689182	110.0389949	1	60.06199582	1	1	1	1	7.537825597	1	1	114.1016071	1
LOC105377381	1	1	1	107.5301332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105377390	1	1	1	1	1	1	1	109.9310024	1	120.4487833	1	76.19002992	1	1	1	1	1	118.0933064	1
LOC105377462	74.19453649	8.680619355	22.71145179	1	1	38.92721575	33.09032893	92.084914	30.84253413	145.8080959	1	45.00422719	12.55992111	1	58.20321488	1	1	99.51689301	1
LOC105377483	1	12.54413467	14.3844451	1	124.5722561	1	1	8.267625476	1	1	1	1	1	1	9.710385388	1	1	17.18934372	1
LOC105377509	1	1	8.148430314	1	1	1	1	9.477780719	1	1	1	110.4362413	1	1	65.68214611	1	1	29.96256613	1
LOC105377567	369.4257739	984.7167089	618.5057188	238.6356943	1	1	1	1	1477.523929	1	1	46.4452148	368.7189278	1	651.9751966	1	1	1	1
LOC105377568	1	9.33227127	1	1	1	1	1	1	17.66152137	1	1	1	1	1	8.213256389	1	1	1	1
LOC105377569	1	14.05884761	1	1	1	1	1	1	44.00665518	1	1	1	1	1	9.030383499	1	1	1	1
LOC105377574	186.9399986	453.1549647	287.0144956	1	1	1	1	1	739.6543895	1	1	33.47764004	155.037233	1	313.3677538	1	1	1	1
LOC105377632	1	1	1	211.169736	1	1	17.59959221	1	1	1	876.6503703	7.264208607	1	520.1494253	3.485738378	186.1471516	62.30120651	1	1
LOC105377656	1	1	1	1	1	1	1	1	1	1	128.4280849	1	1	1	1	1	1	1	1
LOC105377684	1	1	1	1	1	1	1	1	1	1	1	1	1	1025.73855	1	1	1	1	1
LOC105377703	1	1	1	1	1	1	35.30705734	77.75213441	1	1	1	1	1	1	1	1	1	1	1
LOC105377751	1	1	1	1	1	13.98135614	9.616589701	40.71983359	8.501148256	17.65451471	1	38.66983895	4.195053946	1	11.88725029	1	1	32.02454315	1
LOC105377785	1	1	1	1	1	1	1	35.97949085	1	1	1	1	1	1	1	1	1	1	31.92010426
LOC105377862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	197.5882506	1038.646991	1	1621.800271
LOC105377885	1	1	20.16761071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LOC105377904	1	1	1	1	146.5142546	1	1	1	1	8.265209425	1	14.26177411	1	1	8.010294738	1	1	1	1
LOC105377918	1	1	1	1	1	1	1	1	1	1	1	1	1	428.2719842	1	1	1	1	1
LOC105377968	1	1	1	1	45.50147685	1	1	1	1	9.654481548	1	4.080902458	1	1	29.73458462	1	1	1	1
LOC105377979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	381.8296532
LOC105377989	1	1	1	1	1	1	1	1	46.82113267	14.03725717	1	1	1	1	17.38347524	1	1	1	1
LOC105378029	1	1	1	1	1	13.05396489	1	8.117557971	1	1	1	1	1	1	1	1	1	79.3619889	1
LOC105378030	1	1	1	1	1	171.7350098	1	107.1494469	1	1	1	1	1	1	1	1	1	275.4580298	1
LOC105378031	1	1	1	1	1	158.5153541	1	102.3623582	1	1	1	1	1	1	18.2312915	1	1	320.6999708	1
LOC105378111	1	1	1	1	1	1	1	1	13.4076993	1	166.7938113	1	1	1	1	1	1	1	1
LOC105378145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	221.3273638
LOC105378146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	239.845594
LOC105378207	1	1	1	1	1	8.751374524	1	7.719302986	1	8.993802791	1	13.71501222	1	1	1	1	1	110.7796719	1
LOC105378208	1	1	1	1	1	74.90974268	1	26.8656347	1	75.4667686	1	116.462107	1	1	13.47852963	1	1	185.1625441	1
LOC105378209	1	1	1	1	1	72.56959295	1	17.96868168	1	22.84799199	1	81.16988498	1	1	1	1	1	125.646454	1
LOC105378210	1	1	1	1	1	8.840605451	1	1	1	1	1	12.4114432	1	1	1	1	1	62.43959994	1
LOC105378305	1	1	1	1	1	1	1	1	1	1	1	1	1	1201.605659	1	1	1	1	1
LOC105378332	1	1	1	1	1	1	139.7917304	1	1	1	1	1	1	1	1	1	1	1	1
LOC105378334	1	1	1	1	1	30.15422567	843.0788132	409.543161	1	140.1237224	1	103.6674484	1	1	175.644401	1	1	570.7049087	1
LOC105378400	1	1	1	1	1	1	22.89185812	1	1	1	1	1	1	1	1	1	1	1	1
LOC105378419	1	1	1	112.3718777	1	7.879330385	1	8.273430341	1	1	1	8.310894692	1	1	13.36481055	1	1	1	1
LOC105378486	1	1	1	1	1	263.5731676	1	1	1	1	1	69.80974845	1	1	2.828706929	1	1	1	1
LOC105378517	1	79.41121551	14.38730664	1	1	1	66.06306322	7.420492383	9.386557855	9.283925671	223.6416733	5.167824659	13.07113329	1	3.462865292	1	1	7.366810627	1
LOC105378653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.09808253	1	1	1	1
LOC105378657	1	1	1	1	37.56098254	1	1	1	1	1	1	1	1	1	297.381411	1	1	1	1
LOC105378763	1	1	1	1	287.9239797	9.858398958	1	7.986227741	1	75.0332559	1	131.9219014	1	1	21.99439282	1	1	9.420248499	1
